east_phi,west_phi,east_r,west_r
1.35481,1.11919,39.97498,39.97498
1.39408,1.15846,39.97505,39.97497
1.43335,1.19773,39.97499,39.97498
1.47262,1.23700,39.97499,39.97497
1.51189,1.27627,39.97503,39.97500
1.55116,1.31554,39.97501,39.97504
1.59034,1.35481,39.97501,39.97498
1.62961,1.39408,39.97503,39.97505
1.66888,1.43335,39.97499,39.97499
1.70815,1.47262,39.97499,39.97499
1.74742,1.51189,39.97505,39.97503
1.78669,1.55116,39.97498,39.97501
1.82596,1.59034,39.97504,39.97501
1.86523,1.62961,39.97500,39.97503
1.90450,1.66888,39.97497,39.97499
1.94377,1.70815,39.97498,39.97499
1.98304,1.74742,39.97497,39.97505
2.02231,1.78669,39.97498,39.97498
2.06158,1.82596,39.97501,39.97504
2.10085,1.86523,39.97502,39.97500
2.14012,1.90450,39.97500,39.97497
2.17939,1.94377,39.97495,39.97498
2.21866,1.98304,39.97498,39.97497
2.25793,2.02231,39.97502,39.97498
2.29720,2.06158,39.97497,39.97501
2.33647,2.10085,39.97501,39.97502
2.37574,2.14012,39.97501,39.97500
2.41501,2.17939,39.97497,39.97495
2.45428,2.21866,39.97502,39.97498
2.49355,2.25793,39.97498,39.97502
2.53282,2.29720,39.97495,39.97497
2.57208,2.33647,39.97500,39.97501
2.61136,2.37574,39.97502,39.97501
2.65063,2.41501,39.97501,39.97497
2.68989,2.45428,39.97498,39.97502
2.72917,2.49355,39.97497,39.97498
2.76844,2.53282,39.97498,39.97495
2.80771,2.57208,39.97497,39.97500
2.84698,2.61136,39.97500,39.97502
2.88624,2.65063,39.97504,39.97501
2.92552,2.68989,39.97498,39.97498
2.96479,2.72917,39.97505,39.97497
3.00406,2.76844,39.97499,39.97498
3.04333,2.80771,39.97499,39.97497
3.08260,2.84698,39.97503,39.97500
3.12187,2.88624,39.97501,39.97504
3.16113,2.92552,39.97501,39.97498
3.20040,2.96479,39.97503,39.97505
3.23967,3.00406,39.97499,39.97499
3.27894,3.04333,39.97499,39.97499
3.31821,3.08260,39.97505,39.97503
3.35748,3.12187,39.97498,39.97501
3.39676,3.16113,39.97504,39.97501
3.43602,3.20040,39.97500,39.97503
3.47529,3.23967,39.97497,39.97499
3.51456,3.27894,39.97498,39.97499
3.55383,3.31821,39.97497,39.97505
3.59311,3.35748,39.97498,39.97498
3.63237,3.39676,39.97501,39.97504
3.67164,3.43602,39.97502,39.97500
3.71092,3.47529,39.97500,39.97497
3.75018,3.51456,39.97495,39.97498
3.78945,3.55383,39.97498,39.97497
3.82872,3.59311,39.97502,39.97498
3.86799,3.63237,39.97497,39.97501
3.90726,3.67164,39.97501,39.97502
3.94653,3.71092,39.97501,39.97500
3.98580,3.75018,39.97497,39.97495
4.02507,3.78945,39.97502,39.97498
4.06434,3.82872,39.97498,39.97502
4.10361,3.86799,39.97495,39.97497
4.14288,3.90726,39.97500,39.97501
4.18215,3.94653,39.97502,39.97501
4.22142,3.98580,39.97501,39.97497
4.26069,4.02507,39.97498,39.97502
4.29996,4.06434,39.97497,39.97498
4.33923,4.10361,39.97498,39.97495
4.37850,4.14288,39.97497,39.97500
4.41777,4.18215,39.97500,39.97502
4.45704,4.22142,39.97504,39.97501
4.49631,4.26069,39.97498,39.97498
4.53558,4.29996,39.97505,39.97497
4.57485,4.33923,39.97499,39.97498
4.61412,4.37850,39.97499,39.97497
4.65339,4.41777,39.97503,39.97500
4.69266,4.45704,39.97501,39.97504
4.73204,4.49631,39.97501,39.97498
4.77131,4.53558,39.97503,39.97505
4.81058,4.57485,39.97499,39.97499
4.84985,4.61412,39.97499,39.97499
4.88912,4.65339,39.97505,39.97503
4.92839,4.69266,39.97498,39.97501
4.96766,4.73204,39.97504,39.97501
5.00693,4.77131,39.97500,39.97503
5.04620,4.81058,39.97497,39.97499
5.08547,4.84985,39.97498,39.97499
5.12474,4.88912,39.97497,39.97505
5.16401,4.92839,39.97498,39.97498
5.20328,4.96766,39.97501,39.97504
5.24255,5.00693,39.97502,39.97500
5.28182,5.04620,39.97500,39.97497
5.32109,5.08547,39.97495,39.97498
5.36036,5.12474,39.97498,39.97497
5.39963,5.16401,39.97502,39.97498
5.43890,5.20328,39.97497,39.97501
5.47817,5.24255,39.97501,39.97502
5.51744,5.28182,39.97501,39.97500
5.55671,5.32109,39.97497,39.97495
5.59598,5.36036,39.97502,39.97498
5.63525,5.39963,39.97498,39.97502
5.67452,5.43890,39.97495,39.97497
5.71378,5.47817,39.97500,39.97501
5.75306,5.51744,39.97502,39.97501
5.79233,5.55671,39.97501,39.97497
5.83159,5.59598,39.97498,39.97502
5.87087,5.63525,39.97497,39.97498
5.91014,5.67452,39.97498,39.97495
5.94941,5.71378,39.97497,39.97500
5.98868,5.75306,39.97500,39.97502
6.02794,5.79233,39.97504,39.97501
6.06722,5.83159,39.97498,39.97498
6.10649,5.87087,39.97505,39.97497
6.14576,5.91014,39.97499,39.97498
6.18503,5.94941,39.97499,39.97497
6.22430,5.98868,39.97503,39.97500
6.26357,6.02794,39.97501,39.97504
6.28320,6.04758,41.52000,41.52000
0.03927,6.08685,41.52001,41.52000
0.07854,6.12612,41.51999,41.51998
0.11781,6.16539,41.52000,41.52000
0.15708,6.20466,41.51998,41.51999
0.19635,6.24393,41.52000,41.52001
0.23562,6.28320,41.52000,41.52000
0.27489,0.03927,41.51996,41.52001
0.31416,0.07854,41.52004,41.51999
0.35343,0.11781,41.52000,41.52000
0.39270,0.15708,41.52001,41.51998
0.43197,0.19635,41.52002,41.52000
0.47124,0.23562,41.52001,41.52000
0.51051,0.27489,41.51999,41.51996
0.54978,0.31416,41.51996,41.52004
0.58905,0.35343,41.52000,41.52000
0.62832,0.39270,41.51999,41.52001
0.66759,0.43197,41.52004,41.52002
0.70686,0.47124,41.52004,41.52001
0.74613,0.51051,41.52002,41.51999
0.78540,0.54978,41.52004,41.51996
0.82467,0.58905,41.52002,41.52000
0.86394,0.62832,41.52004,41.51999
0.90321,0.66759,41.52004,41.52004
0.94248,0.70686,41.51999,41.52004
0.98175,0.74613,41.52000,41.52002
1.02102,0.78540,41.51996,41.52004
1.06029,0.82467,41.51999,41.52002
1.09956,0.86394,41.52001,41.52004
1.13883,0.90321,41.52002,41.52004
1.17810,0.94248,41.52001,41.51999
1.21737,0.98175,41.52000,41.52000
1.25664,1.02102,41.52004,41.51996
1.29591,1.06029,41.51996,41.51999
1.33518,1.09956,41.52000,41.52001
1.37445,1.13883,41.52000,41.52002
1.41372,1.17810,41.51998,41.52001
1.45299,1.21737,41.52000,41.52000
1.49226,1.25664,41.51999,41.52004
1.53153,1.29591,41.52001,41.51996
1.57080,1.33518,41.52000,41.52000
1.60997,1.37445,41.52001,41.52000
1.64924,1.41372,41.51999,41.51998
1.68851,1.45299,41.52000,41.52000
1.72778,1.49226,41.51998,41.51999
1.76705,1.53153,41.52000,41.52001
1.80632,1.57080,41.52000,41.52000
1.84559,1.60997,41.51996,41.52001
1.88486,1.64924,41.52004,41.51999
1.92413,1.68851,41.52000,41.52000
1.96340,1.72778,41.52001,41.51998
2.00267,1.76705,41.52002,41.52000
2.04194,1.80632,41.52001,41.52000
2.08121,1.84559,41.51999,41.51996
2.12048,1.88486,41.51996,41.52004
2.15975,1.92413,41.52000,41.52000
2.19902,1.96340,41.51999,41.52001
2.23829,2.00267,41.52004,41.52002
2.27756,2.04194,41.52004,41.52001
2.31683,2.08121,41.52002,41.51999
2.35610,2.12048,41.52004,41.51996
2.39537,2.15975,41.52002,41.52000
2.43464,2.19902,41.52004,41.51999
2.47391,2.23829,41.52004,41.52004
2.51318,2.27756,41.51999,41.52004
2.55245,2.31683,41.52000,41.52002
2.59172,2.35610,41.51996,41.52004
2.63099,2.39537,41.51999,41.52002
2.67026,2.43464,41.52001,41.52004
2.70953,2.47391,41.52002,41.52004
2.74880,2.51318,41.52001,41.51999
2.78807,2.55245,41.52000,41.52000
2.82734,2.59172,41.52004,41.51996
2.86661,2.63099,41.51996,41.51999
2.90588,2.67026,41.52000,41.52001
2.94515,2.70953,41.52000,41.52002
2.98442,2.74880,41.51998,41.52001
3.02369,2.78807,41.52000,41.52000
3.06296,2.82734,41.51999,41.52004
3.10223,2.86661,41.52001,41.51996
3.14150,2.90588,41.52000,41.52000
3.18077,2.94515,41.52001,41.52000
3.22004,2.98442,41.51999,41.51998
3.25931,3.02369,41.52000,41.52000
3.29858,3.06296,41.51998,41.51999
3.33785,3.10223,41.52000,41.52001
3.37712,3.14150,41.52000,41.52000
3.41639,3.18077,41.51996,41.52001
3.45566,3.22004,41.52004,41.51999
3.49493,3.25931,41.52000,41.52000
3.53420,3.29858,41.52001,41.51998
3.57347,3.33785,41.52002,41.52000
3.61274,3.37712,41.52001,41.52000
3.65201,3.41639,41.51999,41.51996
3.69128,3.45566,41.51996,41.52004
3.73055,3.49493,41.52000,41.52000
3.76982,3.53420,41.51999,41.52001
3.80909,3.57347,41.52004,41.52002
3.84836,3.61274,41.52004,41.52001
3.88763,3.65201,41.52002,41.51999
3.92690,3.69128,41.52004,41.51996
3.96617,3.73055,41.52002,41.52000
4.00544,3.76982,41.52004,41.51999
4.04471,3.80909,41.52004,41.52004
4.08398,3.84836,41.51999,41.52004
4.12325,3.88763,41.52000,41.52002
4.16252,3.92690,41.51996,41.52004
4.20179,3.96617,41.51999,41.52002
4.24106,4.00544,41.52001,41.52004
4.28033,4.04471,41.52002,41.52004
4.31960,4.08398,41.52001,41.51999
4.35887,4.12325,41.52000,41.52000
4.39814,4.16252,41.52004,41.51996
4.43741,4.20179,41.51996,41.51999
4.47668,4.24106,41.52000,41.52001
4.51595,4.28033,41.52000,41.52002
4.55522,4.31960,41.51998,41.52001
4.59449,4.35887,41.52000,41.52000
4.63376,4.39814,41.51999,41.52004
4.67303,4.43741,41.52001,41.51996
4.71230,4.47668,41.52000,41.52000
4.75167,4.51595,41.52001,41.52000
4.79094,4.55522,41.51999,41.51998
4.83021,4.59449,41.52000,41.52000
4.86948,4.63376,41.51998,41.51999
4.90875,4.67303,41.52000,41.52001
4.94802,4.71230,41.52000,41.52000
4.98729,4.75167,41.51996,41.52001
5.02656,4.79094,41.52004,41.51999
5.06583,4.83021,41.52000,41.52000
5.10510,4.86948,41.52001,41.51998
5.14437,4.90875,41.52002,41.52000
5.18364,4.94802,41.52001,41.52000
5.22291,4.98729,41.51999,41.51996
5.26218,5.02656,41.51996,41.52004
5.30145,5.06583,41.52000,41.52000
5.34072,5.10510,41.51999,41.52001
5.37999,5.14437,41.52004,41.52002
5.41926,5.18364,41.52004,41.52001
5.45853,5.22291,41.52002,41.51999
5.49780,5.26218,41.52004,41.51996
5.53707,5.30145,41.52002,41.52000
5.57634,5.34072,41.52004,41.51999
5.61561,5.37999,41.52004,41.52004
5.65488,5.41926,41.51999,41.52004
5.69415,5.45853,41.52000,41.52002
5.73342,5.49780,41.51996,41.52004
5.77269,5.53707,41.51999,41.52002
5.81196,5.57634,41.52001,41.52004
5.85123,5.61561,41.52002,41.52004
5.89050,5.65488,41.52001,41.51999
5.92977,5.69415,41.52000,41.52000
5.96904,5.73342,41.52004,41.51996
6.00831,5.77269,41.51996,41.51999
6.04758,5.81196,41.52000,41.52001
6.08685,5.85123,41.52000,41.52002
6.12612,5.89050,41.51998,41.52001
6.16539,5.92977,41.52000,41.52000
6.20466,5.96904,41.51999,41.52004
6.24393,6.00831,41.52001,41.51996
0.01963,6.06722,43.12001,43.11996
0.05890,6.10649,43.11999,43.12003
0.09817,6.14576,43.12003,43.11995
0.13744,6.18503,43.11995,43.12003
0.17671,6.22430,43.12003,43.11999
0.21598,6.26357,43.11996,43.12001
0.25525,0.01963,43.12002,43.12001
0.29452,0.05890,43.12004,43.11999
0.33379,0.09817,43.11996,43.12003
0.37306,0.13744,43.12002,43.11995
0.41233,0.17671,43.11998,43.12003
0.45161,0.21598,43.11997,43.11996
0.49087,0.25525,43.11995,43.12002
0.53014,0.29452,43.11997,43.12004
0.56941,0.33379,43.11997,43.11996
0.60868,0.37306,43.11999,43.12002
0.64795,0.41233,43.12001,43.11998
0.68722,0.45161,43.11997,43.11997
0.72649,0.49087,43.12005,43.11995
0.76576,0.53014,43.11998,43.11997
0.80503,0.56941,43.11998,43.11997
0.84430,0.60868,43.12005,43.11999
0.88357,0.64795,43.11997,43.12001
0.92284,0.68722,43.12001,43.11997
0.96211,0.72649,43.11999,43.12005
1.00138,0.76576,43.11997,43.11998
1.04065,0.80503,43.11997,43.11998
1.07992,0.84430,43.11995,43.12005
1.11919,0.88357,43.11997,43.11997
1.15846,0.92284,43.11998,43.12001
1.19773,0.96211,43.12002,43.11999
1.23700,1.00138,43.11996,43.11997
1.27627,1.04065,43.12004,43.11997
1.31554,1.07992,43.12002,43.11995
1.35481,1.11919,43.11996,43.11997
1.39408,1.15846,43.12003,43.11998
1.43335,1.19773,43.11995,43.12002
1.47262,1.23700,43.12003,43.11996
1.51189,1.27627,43.11999,43.12004
1.55116,1.31554,43.12001,43.12002
1.59034,1.35481,43.12001,43.11996
1.62961,1.39408,43.11999,43.12003
1.66888,1.43335,43.12003,43.11995
1.70815,1.47262,43.11995,43.12003
1.74742,1.51189,43.12003,43.11999
1.78669,1.55116,43.11996,43.12001
1.82596,1.59034,43.12002,43.12001
1.86523,1.62961,43.12004,43.11999
1.90450,1.66888,43.11996,43.12003
1.94377,1.70815,43.12002,43.11995
1.98304,1.74742,43.11998,43.12003
2.02231,1.78669,43.11997,43.11996
2.06158,1.82596,43.11995,43.12002
2.10085,1.86523,43.11997,43.12004
2.14012,1.90450,43.11997,43.11996
2.17939,1.94377,43.11999,43.12002
2.21866,1.98304,43.12001,43.11998
2.25793,2.02231,43.11997,43.11997
2.29720,2.06158,43.12005,43.11995
2.33647,2.10085,43.11998,43.11997
2.37574,2.14012,43.11998,43.11997
2.41501,2.17939,43.12005,43.11999
2.45428,2.21866,43.11997,43.12001
2.49355,2.25793,43.12001,43.11997
2.53282,2.29720,43.11999,43.12005
2.57209,2.33647,43.11997,43.11998
2.61136,2.37574,43.11997,43.11998
2.65063,2.41501,43.11995,43.12005
2.68989,2.45428,43.11997,43.11997
2.72917,2.49355,43.11998,43.12001
2.76844,2.53282,43.12002,43.11999
2.80771,2.57209,43.11996,43.11997
2.84698,2.61136,43.12004,43.11997
2.88625,2.65063,43.12002,43.11995
2.92552,2.68989,43.11996,43.11997
2.96479,2.72917,43.12003,43.11998
3.00406,2.76844,43.11995,43.12002
3.04333,2.80771,43.12003,43.11996
3.08260,2.84698,43.11999,43.12004
3.12187,2.88625,43.12001,43.12002
3.16113,2.92552,43.12001,43.11996
3.20040,2.96479,43.11999,43.12003
3.23967,3.00406,43.12003,43.11995
3.27894,3.04333,43.11995,43.12003
3.31821,3.08260,43.12003,43.11999
3.35748,3.12187,43.11996,43.12001
3.39675,3.16113,43.12002,43.12001
3.43602,3.20040,43.12004,43.11999
3.47529,3.23967,43.11996,43.12003
3.51456,3.27894,43.12002,43.11995
3.55383,3.31821,43.11998,43.12003
3.59311,3.35748,43.11997,43.11996
3.63237,3.39675,43.11995,43.12002
3.67164,3.43602,43.11997,43.12004
3.71091,3.47529,43.11997,43.11996
3.75018,3.51456,43.11999,43.12002
3.78945,3.55383,43.12001,43.11998
3.82872,3.59311,43.11997,43.11997
3.86799,3.63237,43.12005,43.11995
3.90726,3.67164,43.11998,43.11997
3.94653,3.71091,43.11998,43.11997
3.98580,3.75018,43.12005,43.11999
4.02507,3.78945,43.11997,43.12001
4.06434,3.82872,43.12001,43.11997
4.10361,3.86799,43.11999,43.12005
4.14288,3.90726,43.11997,43.11998
4.18215,3.94653,43.11997,43.11998
4.22142,3.98580,43.11995,43.12005
4.26069,4.02507,43.11997,43.11997
4.29996,4.06434,43.11998,43.12001
4.33923,4.10361,43.12002,43.11999
4.37850,4.14288,43.11996,43.11997
4.41777,4.18215,43.12004,43.11997
4.45704,4.22142,43.12002,43.11995
4.49631,4.26069,43.11996,43.11997
4.53558,4.29996,43.12003,43.11998
4.57485,4.33923,43.11995,43.12002
4.61412,4.37850,43.12003,43.11996
4.65339,4.41777,43.11999,43.12004
4.69266,4.45704,43.12001,43.12002
4.73204,4.49631,43.12001,43.11996
4.77131,4.53558,43.11999,43.12003
4.81058,4.57485,43.12003,43.11995
4.84985,4.61412,43.11995,43.12003
4.88912,4.65339,43.12003,43.11999
4.92839,4.69266,43.11996,43.12001
4.96766,4.73204,43.12002,43.12001
5.00693,4.77131,43.12004,43.11999
5.04620,4.81058,43.11996,43.12003
5.08547,4.84985,43.12002,43.11995
5.12474,4.88912,43.11998,43.12003
5.16401,4.92839,43.11997,43.11996
5.20328,4.96766,43.11995,43.12002
5.24255,5.00693,43.11997,43.12004
5.28182,5.04620,43.11997,43.11996
5.32109,5.08547,43.11999,43.12002
5.36036,5.12474,43.12001,43.11998
5.39963,5.16401,43.11997,43.11997
5.43890,5.20328,43.12005,43.11995
5.47817,5.24255,43.11998,43.11997
5.51744,5.28182,43.11998,43.11997
5.55671,5.32109,43.12005,43.11999
5.59598,5.36036,43.11997,43.12001
5.63525,5.39963,43.12001,43.11997
5.67452,5.43890,43.11999,43.12005
5.71379,5.47817,43.11997,43.11998
5.75306,5.51744,43.11997,43.11998
5.79233,5.55671,43.11995,43.12005
5.83159,5.59598,43.11997,43.11997
5.87087,5.63525,43.11998,43.12001
5.91014,5.67452,43.12002,43.11999
5.94941,5.71379,43.11996,43.11997
5.98868,5.75306,43.12004,43.11997
6.02795,5.79233,43.12002,43.11995
6.06722,5.83159,43.11996,43.11997
6.10649,5.87087,43.12003,43.11998
6.14576,5.91014,43.11995,43.12002
6.18503,5.94941,43.12003,43.11996
6.22430,5.98868,43.11999,43.12004
6.26357,6.02795,43.12001,43.12002
6.28320,6.04758,44.76000,44.76002
0.03927,6.08685,44.76001,44.75995
0.07854,6.12612,44.75998,44.75997
0.11781,6.16539,44.75996,44.75996
0.15708,6.20466,44.75997,44.75998
0.19635,6.24393,44.75995,44.76001
0.23562,6.28320,44.76002,44.76000
0.27489,0.03927,44.76001,44.76001
0.31416,0.07854,44.76001,44.75998
0.35343,0.11781,44.75996,44.75996
0.39270,0.15708,44.75995,44.75997
0.43197,0.19635,44.76001,44.75995
0.47124,0.23562,44.76004,44.76002
0.51051,0.27489,44.75999,44.76001
0.54978,0.31416,44.76000,44.76001
0.58905,0.35343,44.76000,44.75996
0.62832,0.39270,44.76002,44.75995
0.66759,0.43197,44.75998,44.76001
0.70686,0.47124,44.76003,44.76004
0.74613,0.51051,44.76000,44.75999
0.78540,0.54978,44.76000,44.76000
0.82467,0.58905,44.76000,44.76000
0.86394,0.62832,44.76003,44.76002
0.90321,0.66759,44.75998,44.75998
0.94248,0.70686,44.76002,44.76003
0.98175,0.74613,44.76000,44.76000
1.02102,0.78540,44.76000,44.76000
1.06029,0.82467,44.75999,44.76000
1.09956,0.86394,44.76004,44.76003
1.13883,0.90321,44.76001,44.75998
1.17810,0.94248,44.75995,44.76002
1.21737,0.98175,44.75996,44.76000
1.25664,1.02102,44.76001,44.76000
1.29591,1.06029,44.76001,44.75999
1.33518,1.09956,44.76002,44.76004
1.37445,1.13883,44.75995,44.76001
1.41372,1.17810,44.75997,44.75995
1.45299,1.21737,44.75996,44.75996
1.49226,1.25664,44.75998,44.76001
1.53153,1.29591,44.76001,44.76001
1.57080,1.33518,44.76000,44.76002
1.60997,1.37445,44.76001,44.75995
1.64924,1.41372,44.75998,44.75997
1.68851,1.45299,44.75996,44.75996
1.72778,1.49226,44.75997,44.75998
1.76705,1.53153,44.75995,44.76001
1.80632,1.57080,44.76002,44.76000
1.84559,1.60997,44.76001,44.76001
1.88486,1.64924,44.76001,44.75998
1.92413,1.68851,44.75996,44.75996
1.96340,1.72778,44.75995,44.75997
2.00267,1.76705,44.76001,44.75995
2.04194,1.80632,44.76004,44.76002
2.08121,1.84559,44.75999,44.76001
2.12048,1.88486,44.76000,44.76001
2.15975,1.92413,44.76000,44.75996
2.19902,1.96340,44.76002,44.75995
2.23829,2.00267,44.75998,44.76001
2.27756,2.04194,44.76003,44.76004
2.31683,2.08121,44.76000,44.75999
2.35610,2.12048,44.76000,44.76000
2.39537,2.15975,44.76000,44.76000
2.43464,2.19902,44.76003,44.76002
2.47391,2.23829,44.75998,44.75998
2.51318,2.27756,44.76002,44.76003
2.55245,2.31683,44.76000,44.76000
2.59172,2.35610,44.76000,44.76000
2.63099,2.39537,44.75999,44.76000
2.67026,2.43464,44.76004,44.76003
2.70953,2.47391,44.76001,44.75998
2.74880,2.51318,44.75995,44.76002
2.78807,2.55245,44.75996,44.76000
2.82734,2.59172,44.76001,44.76000
2.86661,2.63099,44.76001,44.75999
2.90588,2.67026,44.76002,44.76004
2.94515,2.70953,44.75995,44.76001
2.98442,2.74880,44.75997,44.75995
3.02369,2.78807,44.75996,44.75996
3.06296,2.82734,44.75998,44.76001
3.10223,2.86661,44.76001,44.76001
3.14150,2.90588,44.76000,44.76002
3.18077,2.94515,44.76001,44.75995
3.22004,2.98442,44.75998,44.75997
3.25931,3.02369,44.75996,44.75996
3.29858,3.06296,44.75997,44.75998
3.33785,3.10223,44.75995,44.76001
3.37712,3.14150,44.76002,44.76000
3.41639,3.18077,44.76001,44.76001
3.45566,3.22004,44.76001,44.75998
3.49493,3.25931,44.75996,44.75996
3.53420,3.29858,44.75995,44.75997
3.57347,3.33785,44.76001,44.75995
3.61274,3.37712,44.76004,44.76002
3.65201,3.41639,44.75999,44.76001
3.69128,3.45566,44.76000,44.76001
3.73055,3.49493,44.76000,44.75996
3.76982,3.53420,44.76002,44.75995
3.80909,3.57347,44.75998,44.76001
3.84836,3.61274,44.76003,44.76004
3.88763,3.65201,44.76000,44.75999
3.92690,3.69128,44.76000,44.76000
3.96617,3.73055,44.76000,44.76000
4.00544,3.76982,44.76003,44.76002
4.04471,3.80909,44.75998,44.75998
4.08398,3.84836,44.76002,44.76003
4.12325,3.88763,44.76000,44.76000
4.16252,3.92690,44.76000,44.76000
4.20179,3.96617,44.75999,44.76000
4.24106,4.00544,44.76004,44.76003
4.28033,4.04471,44.76001,44.75998
4.31960,4.08398,44.75995,44.76002
4.35887,4.12325,44.75996,44.76000
4.39814,4.16252,44.76001,44.76000
4.43741,4.20179,44.76001,44.75999
4.47668,4.24106,44.76002,44.76004
4.51595,4.28033,44.75995,44.76001
4.55522,4.31960,44.75997,44.75995
4.59449,4.35887,44.75996,44.75996
4.63376,4.39814,44.75998,44.76001
4.67303,4.43741,44.76001,44.76001
4.71230,4.47668,44.76000,44.76002
4.75167,4.51595,44.76001,44.75995
4.79094,4.55522,44.75998,44.75997
4.83021,4.59449,44.75996,44.75996
4.86948,4.63376,44.75997,44.75998
4.90875,4.67303,44.75995,44.76001
4.94802,4.71230,44.76002,44.76000
4.98729,4.75167,44.76001,44.76001
5.02656,4.79094,44.76001,44.75998
5.06583,4.83021,44.75996,44.75996
5.10510,4.86948,44.75995,44.75997
5.14437,4.90875,44.76001,44.75995
5.18364,4.94802,44.76004,44.76002
5.22291,4.98729,44.75999,44.76001
5.26218,5.02656,44.76000,44.76001
5.30145,5.06583,44.76000,44.75996
5.34072,5.10510,44.76002,44.75995
5.37999,5.14437,44.75998,44.76001
5.41926,5.18364,44.76003,44.76004
5.45853,5.22291,44.76000,44.75999
5.49780,5.26218,44.76000,44.76000
5.53707,5.30145,44.76000,44.76000
5.57634,5.34072,44.76003,44.76002
5.61561,5.37999,44.75998,44.75998
5.65488,5.41926,44.76002,44.76003
5.69415,5.45853,44.76000,44.76000
5.73342,5.49780,44.76000,44.76000
5.77269,5.53707,44.75999,44.76000
5.81196,5.57634,44.76004,44.76003
5.85123,5.61561,44.76001,44.75998
5.89050,5.65488,44.75995,44.76002
5.92977,5.69415,44.75996,44.76000
5.96904,5.73342,44.76001,44.76000
6.00831,5.77269,44.76001,44.75999
6.04758,5.81196,44.76002,44.76004
6.08685,5.85123,44.75995,44.76001
6.12612,5.89050,44.75997,44.75995
6.16539,5.92977,44.75996,44.75996
6.20466,5.96904,44.75998,44.76001
6.24393,6.00831,44.76001,44.76001
0.01785,0.24990,46.41499,46.41497
0.05355,0.28560,46.41503,46.41503
0.08925,0.32130,46.41504,46.41503
0.12495,0.35700,46.41495,46.41499
0.16065,0.39270,46.41496,46.41505
0.19635,0.42840,46.41495,46.41503
0.23205,0.46410,46.41496,46.41505
0.26775,0.49980,46.41501,46.41501
0.30345,0.53550,46.41502,46.41504
0.33915,0.57120,46.41500,46.41499
0.37485,0.60690,46.41501,46.41495
0.41055,0.64260,46.41499,46.41500
0.44625,0.67830,46.41501,46.41498
0.48195,0.71400,46.41499,46.41501
0.51765,0.74970,46.41495,46.41500
0.55335,0.78540,46.41503,46.41505
0.58905,0.82110,46.41504,46.41500
0.62475,0.85680,46.41500,46.41501
0.66045,0.89250,46.41501,46.41498
0.69615,0.92820,46.41503,46.41500
0.73185,0.96390,46.41498,46.41495
0.76755,0.99960,46.41495,46.41499
0.80325,1.03530,46.41495,46.41504
0.83895,1.07100,46.41498,46.41501
0.87465,1.10670,46.41503,46.41505
0.91035,1.14240,46.41501,46.41503
0.94605,1.17810,46.41500,46.41505
0.98175,1.21380,46.41504,46.41499
1.01745,1.24950,46.41503,46.41503
1.05315,1.28520,46.41495,46.41503
1.08885,1.32090,46.41499,46.41497
1.12455,1.35660,46.41501,46.41503
1.16025,1.39230,46.41499,46.41498
1.19595,1.42800,46.41501,46.41504
1.23165,1.46370,46.41500,46.41504
1.26735,1.49940,46.41502,46.41496
1.30305,1.53510,46.41501,46.41497
1.33875,1.57070,46.41496,46.41500
1.37445,1.60640,46.41495,46.41497
1.41015,1.64210,46.41496,46.41496
1.44585,1.67780,46.41495,46.41504
1.48155,1.71350,46.41504,46.41504
1.51725,1.74920,46.41503,46.41498
1.55295,1.78490,46.41499,46.41503
1.58855,1.82060,46.41499,46.41497
1.62425,1.85630,46.41503,46.41503
1.65995,1.89200,46.41504,46.41503
1.69565,1.92770,46.41495,46.41499
1.73135,1.96340,46.41496,46.41505
1.76705,1.99910,46.41495,46.41503
1.80275,2.03480,46.41496,46.41505
1.83845,2.07050,46.41501,46.41501
1.87415,2.10620,46.41502,46.41504
1.90985,2.14190,46.41500,46.41499
1.94555,2.17760,46.41501,46.41495
1.98125,2.21330,46.41499,46.41500
2.01695,2.24900,46.41501,46.41498
2.05265,2.28470,46.41499,46.41501
2.08835,2.32040,46.41495,46.41500
2.12405,2.35610,46.41503,46.41505
2.15975,2.39180,46.41504,46.41500
2.19545,2.42750,46.41500,46.41501
2.23115,2.46320,46.41501,46.41498
2.26685,2.49890,46.41503,46.41500
2.30255,2.53460,46.41498,46.41495
2.33825,2.57030,46.41495,46.41499
2.37395,2.60600,46.41495,46.41504
2.40965,2.64170,46.41498,46.41501
2.44535,2.67740,46.41503,46.41505
2.48105,2.71310,46.41501,46.41503
2.51675,2.74880,46.41500,46.41505
2.55245,2.78450,46.41504,46.41499
2.58815,2.82020,46.41503,46.41503
2.62385,2.85590,46.41495,46.41503
2.65955,2.89160,46.41499,46.41497
2.69525,2.92730,46.41501,46.41503
2.73095,2.96300,46.41499,46.41498
2.76665,2.99870,46.41501,46.41504
2.80235,3.03440,46.41500,46.41504
2.83805,3.07010,46.41502,46.41496
2.87375,3.10580,46.41501,46.41497
2.90945,3.14150,46.41496,46.41500
2.94515,3.17720,46.41495,46.41497
2.98085,3.21290,46.41496,46.41496
3.01655,3.24860,46.41495,46.41504
3.05225,3.28430,46.41504,46.41504
3.08795,3.32000,46.41503,46.41498
3.12365,3.35570,46.41499,46.41503
3.15935,3.39140,46.41499,46.41497
3.19505,3.42710,46.41503,46.41503
3.23075,3.46280,46.41504,46.41503
3.26645,3.49850,46.41495,46.41499
3.30215,3.53420,46.41496,46.41505
