east_phi,west_phi
-1.30082,-1.30082
-1.25173,-1.25173
-1.20264,-1.20264
-1.15355,-1.15355
-1.10447,-1.10447
-1.05538,-1.05538
-1.00629,-1.00629
-0.95720,-0.95720
-0.90812,-0.90812
-0.85903,-0.85903
-0.80994,-0.80994
-0.76086,-0.76086
-0.71177,-0.71177
-0.66268,-0.66268
-0.61359,-0.61359
-0.56451,-0.56451
-0.51542,-0.51542
-0.46633,-0.46633
-0.41724,-0.41724
-0.36816,-0.36816
-0.31907,-0.31907
-0.26998,-0.26998
-0.22089,-0.22089
-0.17181,-0.17181
-0.12272,-0.12272
-0.07363,-0.07363
-0.02454,-0.02454
0.02454,0.02454
0.07363,0.07363
0.12272,0.12272
0.17181,0.17181
0.22089,0.22089
0.26998,0.26998
0.31907,0.31907
0.36816,0.36816
0.41724,0.41724
0.46633,0.46633
0.51542,0.51542
0.56451,0.56451
0.61359,0.61359
0.66268,0.66268
0.71177,0.71177
0.76086,0.76086
0.80994,0.80994
0.85903,0.85903
0.90812,0.90812
0.95720,0.95720
1.00629,1.00629
1.05538,1.05538
1.10447,1.10447
1.15355,1.15355
1.20264,1.20264
1.25173,1.25173
1.30082,1.30082
1.34990,1.34990
1.39899,1.39899
1.44808,1.44808
1.49717,1.49717
1.54625,1.54625
-1.54625,-1.54625
-1.49717,-1.49717
-1.44808,-1.44808
-1.39899,-1.39899
-1.34990,-1.34990
-1.30082,-1.30082
-1.25173,-1.25173
-1.20264,-1.20264
-1.15355,-1.15355
-1.10447,-1.10447
-1.05538,-1.05538
-1.00629,-1.00629
-0.95720,-0.95720
-0.90812,-0.90812
-0.85903,-0.85903
-0.80994,-0.80994
-0.76086,-0.76086
-0.71177,-0.71177
-0.66268,-0.66268
-0.61359,-0.61359
-0.56451,-0.56451
-0.51542,-0.51542
-0.46633,-0.46633
-0.41724,-0.41724
-0.36816,-0.36816
-0.31907,-0.31907
-0.26998,-0.26998
-0.22089,-0.22089
-0.17181,-0.17181
-0.12272,-0.12272
-0.07363,-0.07363
-0.02454,-0.02454
0.00000,0.00000
0.04909,0.04909
0.09817,0.09817
0.14726,0.14726
0.19635,0.19635
0.24544,0.24544
0.29452,0.29452
0.34361,0.34361
0.39270,0.39270
0.44179,0.44179
0.49087,0.49087
0.53996,0.53996
0.58905,0.58905
0.63814,0.63814
0.68722,0.68722
0.73631,0.73631
0.78540,0.78540
0.83449,0.83449
0.88357,0.88357
0.93266,0.93266
0.98175,0.98175
1.03084,1.03084
1.07992,1.07992
1.12901,1.12901
1.17810,1.17810
1.22719,1.22719
1.27627,1.27627
1.32536,1.32536
1.37445,1.37445
1.42353,1.42353
1.47262,1.47262
1.52171,1.52171
1.57080,1.57080
-1.52171,-1.52171
-1.47262,-1.47262
-1.42353,-1.42353
-1.37445,-1.37445
-1.32536,-1.32536
-1.27627,-1.27627
-1.22719,-1.22719
-1.17810,-1.17810
-1.12901,-1.12901
-1.07992,-1.07992
-1.03084,-1.03084
-0.98175,-0.98175
-0.93266,-0.93266
-0.88357,-0.88357
-0.83449,-0.83449
-0.78540,-0.78540
-0.73631,-0.73631
-0.68722,-0.68722
-0.63814,-0.63814
-0.58905,-0.58905
-0.53996,-0.53996
-0.49087,-0.49087
-0.44179,-0.44179
-0.39270,-0.39270
-0.34361,-0.34361
-0.29452,-0.29452
-0.24544,-0.24544
-0.19635,-0.19635
-0.14726,-0.14726
-0.09817,-0.09817
-0.04909,-0.04909
0.00000,0.00000
0.04909,0.04909
0.09817,0.09817
0.14726,0.14726
0.19635,0.19635
0.24544,0.24544
0.29452,0.29452
0.34361,0.34361
0.39270,0.39270
0.44179,0.44179
0.49087,0.49087
0.53996,0.53996
0.58905,0.58905
0.63814,0.63814
0.68722,0.68722
0.73631,0.73631
0.78540,0.78540
0.83449,0.83449
0.88357,0.88357
0.93266,0.93266
0.98175,0.98175
1.03084,1.03084
1.07992,1.07992
1.12901,1.12901
1.17810,1.17810
1.22719,1.22719
1.27627,1.27627
1.32536,1.32536
1.37445,1.37445
1.42353,1.42353
1.47262,1.47262
1.52171,1.52171
1.57080,1.57080
-1.52171,-1.52171
-1.47262,-1.47262
-1.42353,-1.42353
-1.37445,-1.37445
-1.32536,-1.32536
-1.27627,-1.27627
-1.22719,-1.22719
-1.17810,-1.17810
-1.12901,-1.12901
-1.07992,-1.07992
-1.03084,-1.03084
-0.98175,-0.98175
-0.93266,-0.93266
-0.88357,-0.88357
-0.83449,-0.83449
-0.78540,-0.78540
-0.73631,-0.73631
-0.68722,-0.68722
-0.63814,-0.63814
-0.58905,-0.58905
-0.53996,-0.53996
-0.49087,-0.49087
-0.44179,-0.44179
-0.39270,-0.39270
-0.34361,-0.34361
-0.29452,-0.29452
-0.24544,-0.24544
-0.19635,-0.19635
-0.14726,-0.14726
-0.09817,-0.09817
-0.04909,-0.04909
0.02244,0.02244
0.06732,0.06732
0.11220,0.11220
0.15708,0.15708
0.20196,0.20196
0.24684,0.24684
0.29172,0.29172
0.33660,0.33660
0.38148,0.38148
0.42636,0.42636
0.47124,0.47124
0.51612,0.51612
0.56100,0.56100
0.60588,0.60588
0.65076,0.65076
0.69564,0.69564
0.74052,0.74052
0.78540,0.78540
0.83028,0.83028
0.87516,0.87516
0.92004,0.92004
0.96492,0.96492
1.00980,1.00980
1.05468,1.05468
1.09956,1.09956
1.14444,1.14444
1.18932,1.18932
1.23420,1.23420
1.27908,1.27908
1.32396,1.32396
1.36884,1.36884
1.41372,1.41372
1.45860,1.45860
1.50348,1.50348
1.54836,1.54836
-1.54836,-1.54836
-1.50348,-1.50348
-1.45860,-1.45860
-1.41372,-1.41372
-1.36884,-1.36884
-1.32396,-1.32396
-1.27908,-1.27908
-1.23420,-1.23420
-1.18932,-1.18932
-1.14444,-1.14444
-1.09956,-1.09956
-1.05468,-1.05468
-1.00980,-1.00980
-0.96492,-0.96492
-0.92004,-0.92004
-0.87516,-0.87516
-0.83028,-0.83028
-0.78540,-0.78540
-0.74052,-0.74052
-0.69564,-0.69564
-0.65076,-0.65076
-0.60588,-0.60588
-0.56100,-0.56100
-0.51612,-0.51612
-0.47124,-0.47124
-0.42636,-0.42636
-0.38148,-0.38148
-0.33660,-0.33660
-0.29172,-0.29172
-0.24684,-0.24684
-0.20196,-0.20196
-0.15708,-0.15708
-0.11220,-0.11220
-0.06732,-0.06732
-0.02244,-0.02244
0.02244,0.02244
0.06732,0.06732
0.11220,0.11220
0.15708,0.15708
0.20196,0.20196
0.24684,0.24684
0.29172,0.29172
0.33660,0.33660
0.38148,0.38148
0.42636,0.42636
0.47124,0.47124
0.51612,0.51612
0.56100,0.56100
0.60588,0.60588
0.65076,0.65076
0.69564,0.69564
0.74052,0.74052
0.78540,0.78540
0.83028,0.83028
0.87516,0.87516
0.92004,0.92004
0.96492,0.96492
1.00980,1.00980
1.05468,1.05468
1.09956,1.09956
1.14444,1.14444
1.18932,1.18932
1.23420,1.23420
1.27908,1.27908
1.32396,1.32396
1.36884,1.36884
1.41372,1.41372
1.45860,1.45860
1.50348,1.50348
1.54836,1.54836
-1.54836,-1.54836
-1.50348,-1.50348
-1.45860,-1.45860
-1.41372,-1.41372
-1.36884,-1.36884
-1.32396,-1.32396
-1.27908,-1.27908
-1.23420,-1.23420
-1.18932,-1.18932
-1.14444,-1.14444
-1.09956,-1.09956
-1.05468,-1.05468
-1.00980,-1.00980
-0.96492,-0.96492
-0.92004,-0.92004
-0.87516,-0.87516
-0.83028,-0.83028
-0.78540,-0.78540
-0.74052,-0.74052
-0.69564,-0.69564
-0.65076,-0.65076
-0.60588,-0.60588
-0.56100,-0.56100
-0.51612,-0.51612
-0.47124,-0.47124
-0.42636,-0.42636
-0.38148,-0.38148
-0.33660,-0.33660
-0.29172,-0.29172
-0.24684,-0.24684
-0.20196,-0.20196
-0.15708,-0.15708
-0.11220,-0.11220
-0.06732,-0.06732
-0.02244,-0.02244
0.00000,0.00000
0.04488,0.04488
0.08976,0.08976
0.13464,0.13464
0.17952,0.17952
0.22440,0.22440
0.26928,0.26928
0.31416,0.31416
0.35904,0.35904
0.40392,0.40392
0.44880,0.44880
0.49368,0.49368
0.53856,0.53856
0.58344,0.58344
0.62832,0.62832
0.67320,0.67320
0.71808,0.71808
0.76296,0.76296
0.80784,0.80784
0.85272,0.85272
0.89760,0.89760
0.94248,0.94248
0.98736,0.98736
1.03224,1.03224
1.07712,1.07712
1.12200,1.12200
1.16688,1.16688
1.21176,1.21176
1.25664,1.25664
1.30152,1.30152
1.34640,1.34640
1.39128,1.39128
1.43616,1.43616
1.48104,1.48104
1.52592,1.52592
1.57080,1.57080
-1.52592,-1.52592
-1.48104,-1.48104
-1.43616,-1.43616
-1.39128,-1.39128
-1.34640,-1.34640
-1.30152,-1.30152
-1.25664,-1.25664
-1.21176,-1.21176
-1.16688,-1.16688
-1.12200,-1.12200
-1.07712,-1.07712
-1.03224,-1.03224
-0.98736,-0.98736
-0.94248,-0.94248
-0.89760,-0.89760
-0.85272,-0.85272
-0.80784,-0.80784
-0.76296,-0.76296
-0.71808,-0.71808
-0.67320,-0.67320
-0.62832,-0.62832
-0.58344,-0.58344
-0.53856,-0.53856
-0.49368,-0.49368
-0.44880,-0.44880
-0.40392,-0.40392
-0.35904,-0.35904
-0.31416,-0.31416
-0.26928,-0.26928
-0.22440,-0.22440
-0.17952,-0.17952
-0.13464,-0.13464
-0.08976,-0.08976
-0.04488,-0.04488
0.00000,0.00000
0.04488,0.04488
0.08976,0.08976
0.13464,0.13464
0.17952,0.17952
0.22440,0.22440
0.26928,0.26928
0.31416,0.31416
0.35904,0.35904
0.40392,0.40392
0.44880,0.44880
0.49368,0.49368
0.53856,0.53856
0.58344,0.58344
0.62832,0.62832
0.67320,0.67320
0.71808,0.71808
0.76296,0.76296
0.80784,0.80784
0.85272,0.85272
0.89760,0.89760
0.94248,0.94248
0.98736,0.98736
1.03224,1.03224
1.07712,1.07712
1.12200,1.12200
1.16688,1.16688
1.21176,1.21176
1.25664,1.25664
1.30152,1.30152
1.34640,1.34640
1.39128,1.39128
1.43616,1.43616
1.48104,1.48104
1.52592,1.52592
1.57080,1.57080
-1.52592,-1.52592
-1.48104,-1.48104
-1.43616,-1.43616
-1.39128,-1.39128
-1.34640,-1.34640
-1.30152,-1.30152
-1.25664,-1.25664
-1.21176,-1.21176
-1.16688,-1.16688
-1.12200,-1.12200
-1.07712,-1.07712
-1.03224,-1.03224
-0.98736,-0.98736
-0.94248,-0.94248
-0.89760,-0.89760
-0.85272,-0.85272
-0.80784,-0.80784
-0.76296,-0.76296
-0.71808,-0.71808
-0.67320,-0.67320
-0.62832,-0.62832
-0.58344,-0.58344
-0.53856,-0.53856
-0.49368,-0.49368
-0.44880,-0.44880
-0.40392,-0.40392
-0.35904,-0.35904
-0.31416,-0.31416
-0.26928,-0.26928
-0.22440,-0.22440
-0.17952,-0.17952
-0.13464,-0.13464
-0.08976,-0.08976
-0.04488,-0.04488
0.01963,-0.21598
0.05890,-0.17671
0.09817,-0.13744
0.13744,-0.09817
0.17671,-0.05890
0.21598,-0.01963
0.25526,0.01963
0.29452,0.05890
0.33379,0.09817
0.37306,0.13744
0.41233,0.17671
0.45161,0.21598
0.49087,0.25526
0.53014,0.29452
0.56942,0.33379
0.60868,0.37306
0.64795,0.41233
0.68722,0.45161
0.72649,0.49087
0.76576,0.53014
0.80503,0.56942
0.84430,0.60868
0.88357,0.64795
0.92284,0.68722
0.96211,0.72649
1.00138,0.76576
1.04065,0.80503
1.07992,0.84430
1.11919,0.88357
1.15846,0.92284
1.19773,0.96211
1.23700,1.00138
1.27627,1.04065
1.31554,1.07992
1.35481,1.11919
1.39408,1.15846
1.43335,1.19773
1.47262,1.23700
1.51189,1.27627
1.55116,1.31554
-1.55116,1.35481
-1.51189,1.39408
-1.47262,1.43335
-1.43335,1.47262
-1.39408,1.51189
-1.35481,1.55116
-1.31554,-1.55116
-1.27627,-1.51189
-1.23700,-1.47262
-1.19773,-1.43335
-1.15846,-1.39408
-1.11919,-1.35481
-1.07992,-1.31554
-1.04065,-1.27627
-1.00138,-1.23700
-0.96211,-1.19773
-0.92284,-1.15846
-0.88357,-1.11919
-0.84430,-1.07992
-0.80503,-1.04065
-0.76576,-1.00138
-0.72649,-0.96211
-0.68722,-0.92284
-0.64795,-0.88357
-0.60868,-0.84430
-0.56942,-0.80503
-0.53014,-0.76576
-0.49087,-0.72649
-0.45161,-0.68722
-0.41233,-0.64795
-0.37306,-0.60868
-0.33379,-0.56942
-0.29452,-0.53014
-0.25526,-0.49087
-0.21598,-0.45161
-0.17671,-0.41233
-0.13744,-0.37306
-0.09817,-0.33379
-0.05890,-0.29452
-0.01963,-0.25526
0.01963,-0.21598
0.05890,-0.17671
0.09817,-0.13744
0.13744,-0.09817
0.17671,-0.05890
0.21598,-0.01963
0.25526,0.01963
0.29452,0.05890
0.33379,0.09817
0.37306,0.13744
0.41233,0.17671
0.45161,0.21598
0.49087,0.25526
0.53014,0.29452
0.56942,0.33379
0.60868,0.37306
0.64795,0.41233
0.68722,0.45161
0.72649,0.49087
0.76576,0.53014
0.80503,0.56942
0.84430,0.60868
0.88357,0.64795
0.92284,0.68722
0.96211,0.72649
1.00138,0.76576
1.04065,0.80503
1.07992,0.84430
1.11919,0.88357
1.15846,0.92284
1.19773,0.96211
1.23700,1.00138
1.27627,1.04065
1.31554,1.07992
1.35481,1.11919
1.39408,1.15846
1.43335,1.19773
1.47262,1.23700
1.51189,1.27627
1.55116,1.31554
-1.55116,1.35481
-1.51189,1.39408
-1.47262,1.43335
-1.43335,1.47262
-1.39408,1.51189
-1.35481,1.55116
-1.31554,-1.55116
-1.27627,-1.51189
-1.23700,-1.47262
-1.19773,-1.43335
-1.15846,-1.39408
-1.11919,-1.35481
-1.07992,-1.31554
-1.04065,-1.27627
-1.00138,-1.23700
-0.96211,-1.19773
-0.92284,-1.15846
-0.88357,-1.11919
-0.84430,-1.07992
-0.80503,-1.04065
-0.76576,-1.00138
-0.72649,-0.96211
-0.68722,-0.92284
-0.64795,-0.88357
-0.60868,-0.84430
-0.56942,-0.80503
-0.53014,-0.76576
-0.49087,-0.72649
-0.45161,-0.68722
-0.41233,-0.64795
-0.37306,-0.60868
-0.33379,-0.56942
-0.29452,-0.53014
-0.25526,-0.49087
-0.21598,-0.45161
-0.17671,-0.41233
-0.13744,-0.37306
-0.09817,-0.33379
-0.05890,-0.29452
-0.01963,-0.25526
0.00000,-0.23562
0.03927,-0.19635
0.07854,-0.15708
0.11781,-0.11781
0.15708,-0.07854
0.19635,-0.03927
0.23562,0.00000
0.27489,0.03927
0.31416,0.07854
0.35343,0.11781
0.39270,0.15708
0.43197,0.19635
0.47124,0.23562
0.51051,0.27489
0.54978,0.31416
0.58905,0.35343
0.62832,0.39270
0.66759,0.43197
0.70686,0.47124
0.74613,0.51051
0.78540,0.54978
0.82467,0.58905
0.86394,0.62832
0.90321,0.66759
0.94248,0.70686
0.98175,0.74613
1.02102,0.78540
1.06029,0.82467
1.09956,0.86394
1.13883,0.90321
1.17810,0.94248
1.21737,0.98175
1.25664,1.02102
1.29591,1.06029
1.33518,1.09956
1.37445,1.13883
1.41372,1.17810
1.45299,1.21737
1.49226,1.25664
1.53153,1.29591
1.57080,1.33518
-1.53153,1.37445
-1.49226,1.41372
-1.45299,1.45299
-1.41372,1.49226
-1.37445,1.53153
-1.33518,1.57080
-1.29591,-1.53153
-1.25664,-1.49226
-1.21737,-1.45299
-1.17810,-1.41372
-1.13883,-1.37445
-1.09956,-1.33518
-1.06029,-1.29591
-1.02102,-1.25664
-0.98175,-1.21737
-0.94248,-1.17810
-0.90321,-1.13883
-0.86394,-1.09956
-0.82467,-1.06029
-0.78540,-1.02102
-0.74613,-0.98175
-0.70686,-0.94248
-0.66759,-0.90321
-0.62832,-0.86394
-0.58905,-0.82467
-0.54978,-0.78540
-0.51051,-0.74613
-0.47124,-0.70686
-0.43197,-0.66759
-0.39270,-0.62832
-0.35343,-0.58905
-0.31416,-0.54978
-0.27489,-0.51051
-0.23562,-0.47124
-0.19635,-0.43197
-0.15708,-0.39270
-0.11781,-0.35343
-0.07854,-0.31416
-0.03927,-0.27489
0.00000,-0.23562
0.03927,-0.19635
0.07854,-0.15708
0.11781,-0.11781
0.15708,-0.07854
0.19635,-0.03927
0.23562,0.00000
0.27489,0.03927
0.31416,0.07854
0.35343,0.11781
0.39270,0.15708
0.43197,0.19635
0.47124,0.23562
0.51051,0.27489
0.54978,0.31416
0.58905,0.35343
0.62832,0.39270
0.66759,0.43197
0.70686,0.47124
0.74613,0.51051
0.78540,0.54978
0.82467,0.58905
0.86394,0.62832
0.90321,0.66759
0.94248,0.70686
0.98175,0.74613
1.02102,0.78540
1.06029,0.82467
1.09956,0.86394
1.13883,0.90321
1.17810,0.94248
1.21737,0.98175
1.25664,1.02102
1.29591,1.06029
1.33518,1.09956
1.37445,1.13883
1.41372,1.17810
1.45299,1.21737
1.49226,1.25664
1.53153,1.29591
1.57080,1.33518
-1.53153,1.37445
-1.49226,1.41372
-1.45299,1.45299
-1.41372,1.49226
-1.37445,1.53153
-1.33518,1.57080
-1.29591,-1.53153
-1.25664,-1.49226
-1.21737,-1.45299
-1.17810,-1.41372
-1.13883,-1.37445
-1.09956,-1.33518
-1.06029,-1.29591
-1.02102,-1.25664
-0.98175,-1.21737
-0.94248,-1.17810
-0.90321,-1.13883
-0.86394,-1.09956
-0.82467,-1.06029
-0.78540,-1.02102
-0.74613,-0.98175
-0.70686,-0.94248
-0.66759,-0.90321
-0.62832,-0.86394
-0.58905,-0.82467
-0.54978,-0.78540
-0.51051,-0.74613
-0.47124,-0.70686
-0.43197,-0.66759
-0.39270,-0.62832
-0.35343,-0.58905
-0.31416,-0.54978
-0.27489,-0.51051
-0.23562,-0.47124
-0.19635,-0.43197
-0.15708,-0.39270
-0.11781,-0.35343
-0.07854,-0.31416
-0.03927,-0.27489
0.01963,-0.21598
0.05890,-0.17671
0.09817,-0.13744
0.13744,-0.09817
0.17671,-0.05890
0.21598,-0.01963
0.25525,0.01963
0.29452,0.05890
0.33379,0.09817
0.37306,0.13744
0.41233,0.17671
0.45161,0.21598
0.49087,0.25525
0.53014,0.29452
0.56941,0.33379
0.60868,0.37306
0.64795,0.41233
0.68722,0.45161
0.72649,0.49087
0.76576,0.53014
0.80503,0.56941
0.84430,0.60868
0.88357,0.64795
0.92284,0.68722
0.96211,0.72649
1.00138,0.76576
1.04065,0.80503
1.07992,0.84430
1.11919,0.88357
1.15846,0.92284
1.19773,0.96211
1.23700,1.00138
1.27627,1.04065
1.31554,1.07992
1.35481,1.11919
1.39408,1.15846
1.43335,1.19773
1.47262,1.23700
1.51189,1.27627
1.55116,1.31554
-1.55116,1.35481
-1.51189,1.39408
-1.47262,1.43335
-1.43335,1.47262
-1.39408,1.51189
-1.35481,1.55116
-1.31554,-1.55116
-1.27627,-1.51189
-1.23700,-1.47262
-1.19773,-1.43335
-1.15846,-1.39408
-1.11919,-1.35481
-1.07992,-1.31554
-1.04065,-1.27627
-1.00138,-1.23700
-0.96211,-1.19773
-0.92284,-1.15846
-0.88357,-1.11919
-0.84430,-1.07992
-0.80503,-1.04065
-0.76576,-1.00138
-0.72649,-0.96211
-0.68722,-0.92284
-0.64795,-0.88357
-0.60868,-0.84430
-0.56941,-0.80503
-0.53014,-0.76576
-0.49087,-0.72649
-0.45161,-0.68722
-0.41233,-0.64795
-0.37306,-0.60868
-0.33379,-0.56941
-0.29452,-0.53014
-0.25525,-0.49087
-0.21598,-0.45161
-0.17671,-0.41233
-0.13744,-0.37306
-0.09817,-0.33379
-0.05890,-0.29452
-0.01963,-0.25525
0.01963,-0.21598
0.05890,-0.17671
0.09817,-0.13744
0.13744,-0.09817
0.17671,-0.05890
0.21598,-0.01963
0.25525,0.01963
0.29452,0.05890
0.33379,0.09817
0.37306,0.13744
0.41233,0.17671
0.45161,0.21598
0.49087,0.25525
0.53014,0.29452
0.56941,0.33379
0.60868,0.37306
0.64795,0.41233
0.68722,0.45161
0.72649,0.49087
0.76576,0.53014
0.80503,0.56941
0.84430,0.60868
0.88357,0.64795
0.92284,0.68722
0.96211,0.72649
1.00138,0.76576
1.04065,0.80503
1.07992,0.84430
1.11919,0.88357
1.15846,0.92284
1.19773,0.96211
1.23700,1.00138
1.27627,1.04065
1.31554,1.07992
1.35481,1.11919
1.39408,1.15846
1.43335,1.19773
1.47262,1.23700
1.51189,1.27627
1.55116,1.31554
-1.55116,1.35481
-1.51189,1.39408
-1.47262,1.43335
-1.43335,1.47262
-1.39408,1.51189
-1.35481,1.55116
-1.31554,-1.55116
-1.27627,-1.51189
-1.23700,-1.47262
-1.19773,-1.43335
-1.15846,-1.39408
-1.11919,-1.35481
-1.07992,-1.31554
-1.04065,-1.27627
-1.00138,-1.23700
-0.96211,-1.19773
-0.92284,-1.15846
-0.88357,-1.11919
-0.84430,-1.07992
-0.80503,-1.04065
-0.76576,-1.00138
-0.72649,-0.96211
-0.68722,-0.92284
-0.64795,-0.88357
-0.60868,-0.84430
-0.56941,-0.80503
-0.53014,-0.76576
-0.49087,-0.72649
-0.45161,-0.68722
-0.41233,-0.64795
-0.37306,-0.60868
-0.33379,-0.56941
-0.29452,-0.53014
-0.25525,-0.49087
-0.21598,-0.45161
-0.17671,-0.41233
-0.13744,-0.37306
-0.09817,-0.33379
-0.05890,-0.29452
-0.01963,-0.25525
0.00000,-0.23562
0.03927,-0.19635
0.07854,-0.15708
0.11781,-0.11781
0.15708,-0.07854
0.19635,-0.03927
0.23562,0.00000
0.27489,0.03927
0.31416,0.07854
0.35343,0.11781
0.39270,0.15708
0.43197,0.19635
0.47124,0.23562
0.51051,0.27489
0.54978,0.31416
0.58905,0.35343
0.62832,0.39270
0.66759,0.43197
0.70686,0.47124
0.74613,0.51051
0.78540,0.54978
0.82467,0.58905
0.86394,0.62832
0.90321,0.66759
0.94248,0.70686
0.98175,0.74613
1.02102,0.78540
1.06029,0.82467
1.09956,0.86394
1.13883,0.90321
1.17810,0.94248
1.21737,0.98175
1.25664,1.02102
1.29591,1.06029
1.33518,1.09956
1.37445,1.13883
1.41372,1.17810
1.45299,1.21737
1.49226,1.25664
1.53153,1.29591
1.57080,1.33518
-1.53153,1.37445
-1.49226,1.41372
-1.45299,1.45299
-1.41372,1.49226
-1.37445,1.53153
-1.33518,1.57080
-1.29591,-1.53153
-1.25664,-1.49226
-1.21737,-1.45299
-1.17810,-1.41372
-1.13883,-1.37445
-1.09956,-1.33518
-1.06029,-1.29591
-1.02102,-1.25664
-0.98175,-1.21737
-0.94248,-1.17810
-0.90321,-1.13883
-0.86394,-1.09956
-0.82467,-1.06029
-0.78540,-1.02102
-0.74613,-0.98175
-0.70686,-0.94248
-0.66759,-0.90321
-0.62832,-0.86394
-0.58905,-0.82467
-0.54978,-0.78540
-0.51051,-0.74613
-0.47124,-0.70686
-0.43197,-0.66759
-0.39270,-0.62832
-0.35343,-0.58905
-0.31416,-0.54978
-0.27489,-0.51051
-0.23562,-0.47124
-0.19635,-0.43197
-0.15708,-0.39270
-0.11781,-0.35343
-0.07854,-0.31416
-0.03927,-0.27489
0.00000,-0.23562
0.03927,-0.19635
0.07854,-0.15708
0.11781,-0.11781
0.15708,-0.07854
0.19635,-0.03927
0.23562,0.00000
0.27489,0.03927
0.31416,0.07854
0.35343,0.11781
0.39270,0.15708
0.43197,0.19635
0.47124,0.23562
0.51051,0.27489
0.54978,0.31416
0.58905,0.35343
0.62832,0.39270
0.66759,0.43197
0.70686,0.47124
0.74613,0.51051
0.78540,0.54978
0.82467,0.58905
0.86394,0.62832
0.90321,0.66759
0.94248,0.70686
0.98175,0.74613
1.02102,0.78540
1.06029,0.82467
1.09956,0.86394
1.13883,0.90321
1.17810,0.94248
1.21737,0.98175
1.25664,1.02102
1.29591,1.06029
1.33518,1.09956
1.37445,1.13883
1.41372,1.17810
1.45299,1.21737
1.49226,1.25664
1.53153,1.29591
1.57080,1.33518
-1.53153,1.37445
-1.49226,1.41372
-1.45299,1.45299
-1.41372,1.49226
-1.37445,1.53153
-1.33518,1.57080
-1.29591,-1.53153
-1.25664,-1.49226
-1.21737,-1.45299
-1.17810,-1.41372
-1.13883,-1.37445
-1.09956,-1.33518
-1.06029,-1.29591
-1.02102,-1.25664
-0.98175,-1.21737
-0.94248,-1.17810
-0.90321,-1.13883
-0.86394,-1.09956
-0.82467,-1.06029
-0.78540,-1.02102
-0.74613,-0.98175
-0.70686,-0.94248
-0.66759,-0.90321
-0.62832,-0.86394
-0.58905,-0.82467
-0.54978,-0.78540
-0.51051,-0.74613
-0.47124,-0.70686
-0.43197,-0.66759
-0.39270,-0.62832
-0.35343,-0.58905
-0.31416,-0.54978
-0.27489,-0.51051
-0.23562,-0.47124
-0.19635,-0.43197
-0.15708,-0.39270
-0.11781,-0.35343
-0.07854,-0.31416
-0.03927,-0.27489
0.01785,0.24990
0.05355,0.28560
0.08925,0.32130
0.12495,0.35700
0.16065,0.39270
0.19635,0.42840
0.23205,0.46410
0.26775,0.49980
0.30345,0.53550
0.33915,0.57120
0.37485,0.60690
0.41055,0.64260
0.44625,0.67830
0.48195,0.71400
0.51765,0.74970
0.55335,0.78540
0.58905,0.82110
0.62475,0.85680
0.66045,0.89250
0.69615,0.92820
0.73185,0.96390
0.76755,0.99960
0.80325,1.03530
0.83895,1.07100
0.87465,1.10670
0.91035,1.14240
0.94605,1.17810
0.98175,1.21380
1.01745,1.24950
1.05315,1.28520
1.08885,1.32090
1.12455,1.35660
1.16025,1.39230
1.19595,1.42800
1.23165,1.46370
1.26735,1.49940
1.30305,1.53510
1.33875,-1.57080
1.37445,-1.53510
1.41015,-1.49940
1.44585,-1.46370
1.48155,-1.42800
1.51725,-1.39230
1.55295,-1.35660
-1.55295,-1.32090
-1.51725,-1.28520
-1.48155,-1.24950
-1.44585,-1.21380
-1.41015,-1.17810
-1.37445,-1.14240
-1.33875,-1.10670
-1.30305,-1.07100
-1.26735,-1.03530
-1.23165,-0.99960
-1.19595,-0.96390
-1.16025,-0.92820
-1.12455,-0.89250
-1.08885,-0.85680
-1.05315,-0.82110
-1.01745,-0.78540
-0.98175,-0.74970
-0.94605,-0.71400
-0.91035,-0.67830
-0.87465,-0.64260
-0.83895,-0.60690
-0.80325,-0.57120
-0.76755,-0.53550
-0.73185,-0.49980
-0.69615,-0.46410
-0.66045,-0.42840
-0.62475,-0.39270
-0.58905,-0.35700
-0.55335,-0.32130
-0.51765,-0.28560
-0.48195,-0.24990
-0.44625,-0.21420
-0.41055,-0.17850
-0.37485,-0.14280
-0.33915,-0.10710
-0.30345,-0.07140
-0.26775,-0.03570
-0.23205,0.00000
-0.19635,0.03570
-0.16065,0.07140
-0.12495,0.10710
-0.08925,0.14280
-0.05355,0.17850
-0.01785,0.21420
0.01785,0.24990
0.05355,0.28560
0.08925,0.32130
0.12495,0.35700
0.16065,0.39270
0.19635,0.42840
0.23205,0.46410
0.26775,0.49980
0.30345,0.53550
0.33915,0.57120
0.37485,0.60690
0.41055,0.64260
0.44625,0.67830
0.48195,0.71400
0.51765,0.74970
0.55335,0.78540
0.58905,0.82110
0.62475,0.85680
0.66045,0.89250
0.69615,0.92820
0.73185,0.96390
0.76755,0.99960
0.80325,1.03530
0.83895,1.07100
0.87465,1.10670
0.91035,1.14240
0.94605,1.17810
0.98175,1.21380
1.01745,1.24950
1.05315,1.28520
1.08885,1.32090
1.12455,1.35660
1.16025,1.39230
1.19595,1.42800
1.23165,1.46370
1.26735,1.49940
1.30305,1.53510
1.33875,1.57080
1.37445,-1.53510
1.41015,-1.49940
1.44585,-1.46370
1.48155,-1.42800
1.51725,-1.39230
1.55295,-1.35660
-1.55295,-1.32090
-1.51725,-1.28520
-1.48155,-1.24950
